,param_id,param_values,param_values,param_values,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,MAE,MRSE
,param_id,Vhalf,Kmax,Ku,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,ME,MAE,MRSE
790,5790.0,-189.525,155.88726443420438,0.0760138578786789,280.6,283.70000000000005,288.90000000000003,297.6,312.20000000000005,335.70000000000005,371.5,421.6,483.80000000000007,551.2,616.9000000000001,677.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.70000000000005,282.1,286.20000000000005,293.0,304.0,321.3,347.0,382.7000000000001,428.6,482.7000000000001,542.2,603.8000000000001,665.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,41.9445566591582,30.625,30.625,12.108350539102249
791,5791.0,-189.525,1214.9015570016766,1.7900000000000005e-05,278.0,279.5,282.5,288.1,298.70000000000005,318.20000000000005,352.0,405.1,477.4,561.7,648.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.1,282.90000000000003,287.8,296.1,309.8,331.40000000000003,363.2000000000001,406.3,459.9,520.7,585.1,650.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,24.3345620279246,6.018181818181812,16.109090909090924,7.337146516750536
792,5792.0,-189.525,1214.9015570016766,4.617607212716914e-05,278.0,279.5,282.40000000000003,288.0,298.5,317.90000000000003,351.6,405.0,478.4,564.7,654.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,281.8,284.90000000000003,289.6,296.90000000000003,307.8,323.6,345.6,374.7000000000001,411.3,454.4,502.4,553.5,605.8000000000001,658.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,60.99859163798934,29.554545454545448,36.88181818181818,18.391767382120097
793,5793.0,-189.525,1214.9015570016766,0.0001191189741393,281.40000000000003,285.5,292.8,305.90000000000003,328.20000000000005,364.4,418.3,489.5,572.6,661.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,284.6,288.5,294.20000000000005,302.3,313.70000000000005,329.20000000000005,349.70000000000005,375.6,407.1,443.7000000000001,484.4,527.9,573.0,618.5,663.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,96.83602635383174,61.09999999999998,62.61999999999998,30.622240283819856
794,5794.0,-189.525,1214.9015570016766,0.0003072875051156,281.40000000000003,285.6,293.0,306.20000000000005,329.0,366.5,423.4,501.1,596.0,696.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.6,283.0,286.8,292.70000000000005,301.6,314.90000000000003,333.8,359.6,392.9,433.4,479.9,530.3000000000001,582.7,635.6,687.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,119.23214331714414,79.94,79.94,37.704514318579946
795,5795.0,-189.525,1214.9015570016766,0.0007927,281.6,285.90000000000003,293.8,307.8,332.40000000000003,373.9,439.8,532.8000000000001,636.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.5,283.20000000000005,287.5,294.3,305.1,321.3,344.8,376.8,417.5,465.9,519.6,576.0,633.3000000000001,689.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,97.11931379036362,63.67777777777779,63.67777777777779,32.373104596787876
796,5796.0,-189.525,1214.9015570016766,0.01,279.0,281.5,286.40000000000003,295.8,314.0,348.3,406.9,488.2000000000001,576.6,660.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.1,281.5,286.0,294.3,309.0,333.6,371.4,423.6,487.80000000000007,559.0,632.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,48.76840165517013,31.15000000000001,31.17000000000001,15.421922707626312
797,5797.0,-189.525,1214.9015570016766,0.0140221775674004,279.20000000000005,281.8,287.0,296.90000000000003,316.1,351.5,410.3,490.30000000000007,577.4000000000001,660.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.5,286.1,294.6,309.90000000000003,335.6,375.0,429.3,495.6,568.5,643.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.12726448611751,29.56000000000002,29.56000000000002,14.270494034895927
798,5798.0,-189.525,1214.9015570016766,0.0196621463731709,279.3,282.1,287.5,297.90000000000003,317.70000000000005,353.8,412.6,491.5,577.8000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.3,376.4,431.6,498.80000000000007,572.5,647.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,43.844691810982106,29.350000000000005,29.350000000000005,13.86490894308362
799,5799.0,-189.525,1214.9015570016766,0.0275706107800822,279.40000000000003,282.3,287.90000000000003,298.70000000000005,319.0,355.40000000000003,414.0,492.30000000000007,578.0,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,431.9,499.30000000000007,573.1,648.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,43.935293330078046,29.860000000000003,29.860000000000003,13.893559659065062
800,5800.0,-189.525,1214.9015570016766,0.0386599999999999,279.5,282.5,288.3,299.3,319.90000000000003,356.6,414.9,492.7000000000001,578.1,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.2,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.13255034552162,30.32,30.32,13.955937804389933
801,5801.0,-189.525,1214.9015570016766,0.09967,279.70000000000005,282.90000000000003,288.90000000000003,300.40000000000003,321.5,358.3,416.1,493.2000000000001,578.3000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.1,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.49820221087591,31.080000000000013,31.080000000000013,14.071567076910807
802,5802.0,-189.525,1214.9015570016766,0.1292205265306377,279.8,282.90000000000003,289.0,300.6,321.8,358.5,416.2000000000001,493.30000000000007,578.3000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.1,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.54185671927027,31.19000000000001,31.19000000000001,14.085371844576917
803,5803.0,-189.525,1214.9015570016766,0.1675323013630505,279.8,283.0,289.1,300.70000000000005,321.90000000000003,358.70000000000005,416.3,493.30000000000007,578.3000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.1,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.565681863963455,31.26000000000001,31.26000000000001,14.092906016858274
804,5804.0,-189.525,1214.9015570016766,0.2172028914720866,279.8,283.0,289.20000000000005,300.8,322.1,358.90000000000003,416.4,493.4,578.3000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.1,648.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.605739541005256,31.34,31.34,14.105573366581027
805,5805.0,-189.525,1214.9015570016766,0.2816,279.8,283.1,289.20000000000005,300.90000000000003,322.20000000000005,359.0,416.5,493.4,578.3000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.1,648.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.62415265301964,31.39,31.39,14.111396103858755
806,5806.0,-189.525,1214.9015570016766,0.0020449034846484,278.3,280.0,283.5,290.1,303.1,328.1,374.9,454.3,558.0,654.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.6,280.3,283.3,288.6,297.40000000000003,312.0,334.90000000000003,368.4,413.2000000000001,468.2000000000001,530.0,594.9000000000001,660.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,80.52081718412944,47.95999999999998,48.079999999999984,25.46291813598747
807,5807.0,-189.525,1214.9015570016766,0.0052751737877221,278.70000000000005,280.90000000000003,285.1,293.3,309.40000000000003,340.3,396.2000000000001,479.9,573.2,659.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.1,281.3,285.5,292.8,305.6,326.6,359.1,404.5,461.9,527.6,597.0,666.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,60.80351963496852,37.22000000000002,37.46000000000001,19.227761180127036
808,5808.0,-189.525,1214.9015570016766,0.0542097384755702,279.6,282.70000000000005,288.6,299.8,320.70000000000005,357.40000000000003,415.5,493.0,578.2,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.2,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.30732445093023,30.69,30.69,14.011206229300887
809,5809.0,-189.525,1214.9015570016766,0.0760138578786789,279.70000000000005,282.8,288.8,300.20000000000005,321.20000000000005,358.0,415.8,493.1,578.3000000000001,660.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.40000000000003,286.1,294.70000000000005,310.20000000000005,336.40000000000003,376.6,432.0,499.30000000000007,573.2,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.412622079764674,30.93,30.93,14.04450426323407
810,5810.0,-189.525,9468.289783403514,1.7900000000000005e-05,277.70000000000005,279.1,282.40000000000003,289.5,304.3,334.20000000000005,388.2000000000001,470.0,570.2,673.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.8,282.8,288.40000000000003,298.5,316.1,344.8,387.4,443.8,510.80000000000007,582.9000000000001,656.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,35.86774316847938,13.410000000000014,22.05,11.342376294233933
811,5811.0,-189.525,9468.289783403514,4.617607212716914e-05,280.3,284.40000000000003,292.8,309.3,340.40000000000003,393.3,470.80000000000007,565.2,664.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,286.6,292.70000000000005,302.3,316.6,337.5,366.0,402.9,447.6,498.1,552.2,607.7,663.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,72.31753283648136,38.944444444444464,45.922222222222246,24.10584427882712
812,5812.0,-189.525,9468.289783403514,0.0001191189741393,280.3,284.40000000000003,292.70000000000005,309.20000000000005,340.40000000000003,394.1,473.9,573.2,681.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,283.1,287.20000000000005,293.6,303.5,318.3,339.6,368.6,405.7000000000001,450.3,500.6,554.2,609.2,664.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,103.26169021794416,64.38888888888889,65.83333333333333,34.42056340598138
813,5813.0,-189.525,9468.289783403514,0.0003072875051156,280.3,284.5,292.90000000000003,309.70000000000005,341.6,397.7000000000001,483.80000000000007,596.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.70000000000005,282.20000000000005,286.5,293.70000000000005,305.70000000000005,324.70000000000005,353.20000000000005,392.6,442.5,500.6,563.3000000000001,627.5,690.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,90.54886802163792,58.6,58.6,32.013859303432945
814,5814.0,-189.525,9468.289783403514,0.0007927,280.5,284.8,293.6,311.40000000000003,346.20000000000005,409.6,512.2,636.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.6,282.3,287.20000000000005,295.70000000000005,310.3,333.90000000000003,369.2000000000001,417.3,476.5,542.8000000000001,611.8000000000001,680.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,97.40326611566984,62.43749999999999,62.43749999999999,34.437254990054015
815,5815.0,-189.525,9468.289783403514,0.01,278.40000000000003,280.90000000000003,286.3,298.20000000000005,323.90000000000003,376.4,463.9,568.5,667.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.5,280.90000000000003,285.90000000000003,296.3,316.3,352.0,407.3,480.7000000000001,564.8000000000001,651.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,49.664328804037545,31.3,31.32222222222221,16.554776268012514
816,5816.0,-189.525,9468.289783403514,0.0140221775674004,278.6,281.20000000000005,286.90000000000003,299.40000000000003,326.3,379.9,466.5,569.3000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.5,280.90000000000003,286.0,296.6,317.5,354.70000000000005,412.4,488.30000000000007,574.4000000000001,662.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.91054103120302,29.64444444444444,29.64444444444444,15.303513677067672
817,5817.0,-189.525,9468.289783403514,0.0196621463731709,278.70000000000005,281.40000000000003,287.40000000000003,300.5,328.20000000000005,382.4,468.1,569.8000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.70000000000005,317.90000000000003,355.8,414.5,491.5,578.5,667.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.52789387938009,29.377777777777787,29.377777777777787,14.842631293126695
818,5818.0,-189.525,9468.289783403514,0.0275706107800822,278.8,281.6,287.8,301.3,329.70000000000005,384.0,469.0,570.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.70000000000005,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.58719297934977,29.84444444444444,29.84444444444444,14.862397659783255
819,5819.0,-189.525,9468.289783403514,0.0386599999999999,278.90000000000003,281.8,288.20000000000005,302.0,330.70000000000005,385.0,469.6,570.2,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.70000000000005,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.80050842965464,30.300000000000004,30.300000000000004,14.933502809884878
820,5820.0,-189.525,9468.289783403514,0.09967,279.0,282.1,288.8,303.20000000000005,332.40000000000003,386.5,470.30000000000007,570.4000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.8,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.12278310959506,30.988888888888905,30.988888888888905,15.040927703198353
821,5821.0,-189.525,9468.289783403514,0.1292205265306377,279.0,282.20000000000005,289.0,303.40000000000003,332.70000000000005,386.8,470.30000000000007,570.4000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.8,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.16119278023263,31.11111111111113,31.11111111111113,15.053730926744208
822,5822.0,-189.525,9468.289783403514,0.1675323013630505,279.1,282.20000000000005,289.0,303.5,332.90000000000003,386.9,470.4,570.4000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.8,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.19154296497914,31.17777777777778,31.17777777777778,15.063847654993047
823,5823.0,-189.525,9468.289783403514,0.2172028914720866,279.1,282.20000000000005,289.1,303.6,333.0,387.0,470.4,570.4000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.8,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.20526026421656,31.22222222222223,31.22222222222223,15.068420088072182
824,5824.0,-189.525,9468.289783403514,0.2816,279.1,282.3,289.20000000000005,303.70000000000005,333.1,387.1,470.5,570.4000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.8,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.23309997483408,31.288888888888906,31.288888888888906,15.077699991611357
825,5825.0,-189.525,9468.289783403514,0.0020449034846484,281.0,285.90000000000003,296.0,316.90000000000003,358.8,436.7000000000001,548.2,654.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,281.1,285.20000000000005,292.6,305.6,327.3,361.0,408.2000000000001,467.9,535.7,606.9000000000001,678.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,87.57620253242317,56.16250000000001,56.187500000000014,30.96286334062146
826,5826.0,-189.525,9468.289783403514,0.0052751737877221,278.20000000000005,280.3,285.0,295.40000000000003,318.20000000000005,366.6,454.4,564.7,667.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.5,280.8,285.40000000000003,294.5,311.8,342.3,390.2000000000001,455.6,533.2,615.5,697.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,61.99141517626093,37.51111111111111,37.77777777777777,20.663805058753642
827,5827.0,-189.525,9468.289783403514,0.0542097384755702,278.90000000000003,281.90000000000003,288.5,302.5,331.5,385.8,469.9,570.3000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.70000000000005,317.90000000000003,355.90000000000003,414.6,491.80000000000007,578.9000000000001,667.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.06719674244472,30.69999999999997,30.69999999999997,15.022398914148239
828,5828.0,-189.525,9468.289783403514,0.0760138578786789,279.0,282.0,288.70000000000005,302.90000000000003,332.1,386.3,470.1,570.3000000000001,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.40000000000003,280.8,286.0,296.70000000000005,318.0,355.90000000000003,414.8,492.0,579.1,668.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.04650683213714,30.85555555555556,30.85555555555556,15.015502277379047
829,5829.0,-189.525,73790.7618159219,1.7900000000000005e-05,279.5,283.5,292.8,313.3,355.20000000000005,428.4,529.8000000000001,641.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,283.5,290.3,303.0,325.5,362.2000000000001,415.2000000000001,482.5,558.4,636.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,34.847058699408215,12.949999999999996,23.000000000000007,12.320295755378613
830,5830.0,-189.525,73790.7618159219,4.617607212716914e-05,279.40000000000003,283.5,292.70000000000005,313.0,354.8,428.5,531.9,647.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,285.0,291.3,302.0,319.20000000000005,345.6,383.0,431.5,489.1,552.1,617.1,681.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,68.41764209617283,35.5375,42.7625,24.189289339499002
831,5831.0,-189.525,73790.7618159219,0.0001191189741393,279.40000000000003,283.40000000000003,292.6,313.0,355.0,430.2000000000001,537.8000000000001,662.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,282.1,286.3,293.40000000000003,305.40000000000003,324.3,352.70000000000005,392.1,442.3,500.6,563.7,628.1,691.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,97.88470896927674,59.38750000000002,60.98750000000001,34.607470743323624
832,5832.0,-189.525,73790.7618159219,0.0003072875051156,279.5,283.5,292.8,313.5,356.70000000000005,436.1,555.8000000000001,697.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.1,281.6,286.3,295.20000000000005,310.90000000000003,337.40000000000003,377.9,433.3,500.5,574.1,649.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,119.31146738683591,76.76250000000002,76.76250000000002,42.182973831274644
833,5833.0,-189.525,73790.7618159219,0.0007927,279.6,283.8,293.5,315.5,362.9,455.0,595.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.0,281.70000000000005,287.1,297.5,316.8,349.70000000000005,399.6,465.7000000000001,542.6,623.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,85.99351304438191,53.4142857142857,53.4142857142857,32.50249284003191
834,5834.0,-189.525,73790.7618159219,0.01,281.40000000000003,288.20000000000005,303.90000000000003,339.70000000000005,412.1,519.1,630.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,281.40000000000003,287.6,301.0,327.6,374.5,444.3,531.0,624.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,49.25848730349495,32.442857142857164,32.442857142857164,18.617958194897177
